Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Document Type,Publication Stage,Access Type,Source,EID
"Lawrence J.R., O'Neill F.T., Sheridan J.T.","7402699594;35611429400;7201682655;","Adjusted intensity nonlocal diffusion model of photopolymer grating formation",2002,"Journal of the Optical Society of America B: Optical Physics","19","4",,"621","629",,83,"10.1364/JOSAB.19.000621","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0012282831&doi=10.1364%2fJOSAB.19.000621&partnerID=40&md5=b1ebf6ee3879f0ab158327edef22e48c","Diffusion-based models of grating formation in photopolymers have been proposed in which the rate of monomer polymerization (removal) is directly proportional to the illuminating intensity inside the medium. However, based on photochemical considerations, the rate of polymerization is proportional in the steady state to the square root of the interference intensity. Recently it was shown that, by introducing a nonlocal response function into the one-dimensional diffusion equation that governs holographic grating formation in photopolymers, one can deduce both high-frequency and low-frequency cutoffs in the spatial-frequency response of photopolymer materials. Here the first-order nonlocal coupled diffusion equations are derived for the case of a general relationship between the rate of polymerization and the exposing intensity. Assuming a two-harmonic monomer expansion, the resultant analytic solutions are then used to fit experimental growth curves for gratings fabricated with different spatial frequencies. Various material parameters, including monomer diffusion constant D and nonlocal variance σ, are estimated. © 2002 Optical Society of America.",Article,"Final",,Scopus,2-s2.0-0012282831
"Sheridan J.T., Downey M., O'Neill F.T.","7201682655;7006465201;35611429400;","Diffusion-based model of holographic grating formation in photopolymers: Generalized non-local material responses",2001,"Journal of Optics A: Pure and Applied Optics","3","6",,"477","488",,51,"10.1088/1464-4258/3/6/309","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035506455&doi=10.1088%2f1464-4258%2f3%2f6%2f309&partnerID=40&md5=8a08d7ed02c1900332a2e908aaf79be3","It has recently been shown by Sheridan and Lawrence (Sheridan J T and Lawrence J R 2000 J. Opt. Soc. Am. A 17 1108-14) that, introducing a Gaussian non-local material response function into the one-dimensional diffusion equation governing holographic grating formation in photopolymers, both high-frequency and low-frequency cut-offs in the spatial frequency response of the materials can be deduced. In this paper generalized non-local responses are examined. These include a Chernov material response, and both the Chernov/Debye and Gaussian responses generalized to include a power-law response. The effects of these responses are examined for various material parameters, including the non-local variance, σ, the power-law degree, k, and the ratio of the rate of diffusion to the rate of polymerization, R. The resulting variations in monomer and polymer concentrations, the cross-sectional grating profiles and the spatial frequency responses predicted are presented and discussed. It is shown that in general, assuming an isotropic even, area-normalized response function, qualitatively acceptable growth curve and spatial frequency response behaviour are observed in all cases.",Article,"Final",,Scopus,2-s2.0-0035506455
"Lawrence J.R., O'Neill F.T., Sheridan J.T.","7402699594;35611429400;7201682655;","Photopolymer holographic recording material parameter estimation using a nonlocal diffusion based model",2001,"Journal of Applied Physics","90","7",,"3142","3148",,34,"10.1063/1.1396824","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035476338&doi=10.1063%2f1.1396824&partnerID=40&md5=922b91843a8081fc483b3fd0c744ab32","It has recently been shown [Sheridan and Lawrence, J. Opt. Soc. Am. A 17, 1108 (2000)] that by introducing a nonlocal response function into the one-dimensional diffusion equation governing holographic grating formation in photopolymers, both high frequency and low frequency cutoffs in the spatial frequency response of photopolymer materials can be deduced. Starting with this result, analytic solutions to this equation are derived assuming a two harmonic expansion of the monomer concentration. These expressions are first compared to the more rigorous four harmonic numerical results, indicating the range of physical parameters for which they are accurate. They are then compared to the experimental diffraction intensity growth curves produced during the formation of sinusoidal gratings recorded with different spatial frequencies. Fitting these curves using the analytic expressions, various material parameters, including the monomer diffusion constant, D, and the nonlocal variance, σ, can be estimated. Trends in material behavior as the grating spatial frequency is changed are discussed. © 2007 American Institute of Physics.",Article,"Final",,Scopus,2-s2.0-0035476338
"O'Neill F.T., Lawrence J.R., Sheridan J.T.","35611429400;7402699594;7201682655;","Thickness variation of self-processing acrylamide-based photopolymer and reflection holography",2001,"Optical Engineering","40","4",,"533","539",,39,"10.1117/1.1353801","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035306370&doi=10.1117%2f1.1353801&partnerID=40&md5=741d25f9123214f75b3960f366c7c0a6","There are many types of holographic recording material. The acrylamide-based recording material examined here has one significant advantage: it is self-processing. This simplifies the recording process and enables holographic interferometry to be carried out without the need for complex realignment procedures. However, the effect that the polymerization process has on the grating thickness must be examined. This question is fundamental to the material's use in holographic optical elements, as thickness variations affect the replay conditions of the produced elements. This paper presents a study of this thickness variation and reports for the first time the production of reflection holographic gratings in this material. © 2001 Society of Photo-Optical Instrumentation Engineers.",Article,"Final",,Scopus,2-s2.0-0035306370
"Patten R., Sheridan J.T., Larkin A.","8114871500;7201682655;7006823484;","Speckle photography and the fractional Fourier transform",2001,"Optical Engineering","40","8",,"1438","1440",,6,"10.1117/1.1387991","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035414539&doi=10.1117%2f1.1387991&partnerID=40&md5=0d6ec0417609052d3ed0db7305fb4f10","The fractional Fourier transform (FRT) is used in the analysis of surface motion in combination with the speckle photography technique. It is demonstrated experimentally that the extra degree of freedom made available by the use of an optical implementation of the FRT allows controlled variation of both the minimum resolution and dynamical range of measurement of tilting (rotational) motion. © 2001 Society of Photo-Optical Instrumentation Engineers.",Article,"Final",,Scopus,2-s2.0-0035414539
"Lawrence J.R., O'Neill F.T., Sheridan J.T.","7402699594;35611429400;7201682655;","Photopolymer holographic recording material",2001,"Optik (Jena)","112","10",,"449","463",,179,"10.1078/0030-4026-00091","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035211387&doi=10.1078%2f0030-4026-00091&partnerID=40&md5=249320c972563f9dff77d9493372f150","Photopolymers are promising materials for use in holography. They have many advantages, such as ease of preparation, and are capable of efficiencies of up to 100%. A disadvantage of these materials is their inability to record high spatial frequency gratings when compared to other materials such as dichromated gelatin and silver halide photographic emulsion. Until recently, the drop off at high spatial frequencies of the material response was not predicted by any of the diffusion based models available. It has recently been proposed that this effect is due to polymer chains growing away from their initiation point and causing a smeared profile to be recorded. This is termed a non-local material response. Simple analytic expressions have been derived using this model and fits to experimental data have allowed values to be estimated for material parameters such as the diffusion coefficient of monomer, the ratio of polymerisation rate to diffusion rate and the distance that the polymer chains spread during holographic recording. The model predicts that the spatial frequency response might be improved by decreasing the mean polymer chain lengths and/or by increasing the mobility of the molecules used in the material. The experimental work carried out to investigate these predictions is reported here. This work involved (a) the changing of the molecular weights of chemical components within the material (dyes and binders) and (b) the addition of a chemical retarder in order to shorten the polymer chains, thereby decreasing the extent of the nonlocal effect. Although no significant improvement in spatial frequency response was observed the model appears to offer an improved understanding of the operation of the material.",Article,"Final",,Scopus,2-s2.0-0035211387
"O'Neill F.T., Lawrence J.R., Sheridan J.T.","35611429400;7402699594;7201682655;","Improvement of holographic recording material using aerosol sealant",2001,"Journal of Optics A: Pure and Applied Optics","3","1",,"20","25",,32,"10.1088/1464-4258/3/1/304","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035123619&doi=10.1088%2f1464-4258%2f3%2f1%2f304&partnerID=40&md5=8c8d5308a03f5d7651718b8af9fb84e5","Self-processing photopolymer based materials offer significant practical advantages when recording holographic optical elements, HOEs. However, such materials, e.g. acrylamide based photopolymer, are seriously effected by ambient environmental conditions, in particular by fluctuations in humidity. Such sensitivity can result in a short active material shelf-life prior to recording, material variations during the recording and self-processing stages and HOE deterioration following recording. In this paper we examine the use of an aerosol sealant (varnish) to `insulate' the photopolymer holographic recording material from the environment. Application of the sealant is found to produce some deterioration in the optical quality of the resulting HOEs. However, it is also shown to produce an increased lifetime of the active material (pre-recording), an increase in the diffraction efficiency from the resulting diffraction gratings recorded and improved HOE shelf-life.",Article,"Final",,Scopus,2-s2.0-0035123619
"O'Neill F.T., Lawrence J.R., Sheridan J.T.","35611429400;7402699594;7201682655;","Automated recording and testing of holographic optical element arrays",2000,"Optik (Jena)","111","10",,"459","467",,21,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034512123&partnerID=40&md5=defd8dbdcd5af2697d86a922759d5e31","The availability of an inexpensive, self-processing, environmentally stable material with good spatial frequency response would necessarily improve the possibility that further successful applications of holography would emerge. One possible recording material is an acrylamide based photopolymer system. To further the development of this system a bulk testing system is developed. To achieve this a computer controlled automated rig for the recording and testing of Holographic Optical Elements, H.O.E.s, becomes a necessity. The control software of the automated rig was implemented using LabView and incorporates an inverse scatter analysis program, which can be used to extract the refractive index modulation and the thickness of the gratings.",Article,"Final",,Scopus,2-s2.0-0034512123
"Sheridan J.T., Patten R.","7201682655;8114871500;","Holographic interferometry and the fractional Fourier transformation",2000,"Optics Letters","25","7",,"448","450",,34,"10.1364/OL.25.000448","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000105494&doi=10.1364%2fOL.25.000448&partnerID=40&md5=acc2f1dda93d96fd30b06d7e409143e3","The fractional Fourier transform (FRT) is shown to be of potential use in analyzing the motion of a surface by use of holographic interferometry. The extra degree of freedom made available by the use of the FRT allows information regarding both translational and tilting motion to be obtained in an efficient manner. © 2000 Optical Society of America.",Article,"Final",,Scopus,2-s2.0-0000105494
"Sheridan J.T., Patten R.","7201682655;8114871500;","Fractional Fourier speckle photography: Motion detection and the optical Fractional Fourier Transformation",2000,"Optik (Jena)","111","7",,"329","331",,14,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033707465&partnerID=40&md5=c295487ebf2ef5f692dab1a13d55938c","The Fractional Fourier Transform (FRT) is used in the analysis of surface motion using a non-interferometric optical technique, speckle photography. The extra degree of freedom made available by the use of the FRT allows information regarding both translational and tilting motion to be obtained using a single image capture system. By optically generating FRT planes of suitable order within a speckle photographic system, both in-plane and tilt motion can be monitored. The FRT is useful when fixed linear relationship between tilt and translational motion exist. Generalized linear optical transformations exist which may be useful in analyzing more complex surface motions.",Article,"Final",,Scopus,2-s2.0-0033707465
"Sheridan J.T., Lawrence J.R.","7201682655;7402699594;","Nonlocal-response diffusion model of holographic recording in photopolymer",2000,"Journal of the Optical Society of America A: Optics and Image Science, and Vision","17","6",,"1108","1114",,221,"10.1364/JOSAA.17.001108","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000967328&doi=10.1364%2fJOSAA.17.001108&partnerID=40&md5=20698e3d45658e956122e0d49fa3ea06","The standard one-dimensional diffusion equation is extended to include nonlocal temporal and spatial medium responses. How such nonlocal effects arise in a photopolymer is discussed. It is argued that assuming rapid polymer chain growth, any nonlocal temporal response can be dealt with so that the response can be completely understood in terms of a steady-state nonlocal spatial response. The resulting nonlocal diffusion equation is then solved numerically, in low-harmonic approximation, to describe grating formation. The effects of the diffusion rate, the rate of polymerization, and a new parameter, the nonlocal response length, are examined by using the predictions of the model. By applying the two-wave coupled-wave model, assuming a linear relationship between polymerized concentration and index modulation, the resulting variation of the grating diffraction efficiency is examined. © 2000 Optical Society of America.",Article,"Final",,Scopus,2-s2.0-0000967328
"Abe S., Sheridan J.T.","7403335629;7201682655;","Curvature correction model of droplet profiles",1999,"Physics Letters, Section A: General, Atomic and Solid State Physics","253","5-6",,"317","321",,13,"10.1016/S0375-9601(99)00029-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0012057725&doi=10.1016%2fS0375-9601%2899%2900029-8&partnerID=40&md5=65cd01c3e95421e1cd4e26e02301ca05","Using recent generalizations of the Laplace equation based on the curvature expansion for surface internal energy, the lowest-order surface curvature correction to the standard macroscopic energy minimization model of liquid droplet profiles is explained. Including this correction, the nonlinear differential equation governing cylindrical profile shape is derived and its numerical solutions under suitable boundary conditions are presented. The results show qualitative agreement with recent experiments in the production of melted microlenses. The standard spherical solution is recovered as the special case of global constant curvature. © 1999 Elsevier Science B.V.",Article,"Final",,Scopus,2-s2.0-0012057725
"Abe S., Sheridan J.T.","7403335629;7201682655;","Random fractional Fourier transform: Stochastic perturbations along the axis of propagation",1999,"Journal of the Optical Society of America A: Optics and Image Science, and Vision","16","8",,"1986","1991",,6,"10.1364/JOSAA.16.001986","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032615094&doi=10.1364%2fJOSAA.16.001986&partnerID=40&md5=ab6724feddac5716208c0d929fd53060","The fractional Fourier transform (FRT) is known to be optically implementable with use of a medium with a perfect radial quadratic-index profile. Using the quantum-mechanical operator formalism, we examine the effects on the FRT action of such a medium that are due to small random inhomogeneities in the longitudinal direction, the direction of propagation, and we formulate the random fractional Fourier transform (RFRT). Applying the RFRT to a self-fractional Fourier function, a Gaussian function, we discuss both the total power and the variance. The random Fourier transform is examined as a special limiting case. © 1999 Optical Society of America.",Article,"Final",,Scopus,2-s2.0-0032615094
"Martin S., Feely C.A., Sheridan J.T., Toal V.","7404841879;6602543221;7201682655;6603945913;","Applications of a self developing photopolymer material: Holographic interferometry and high efficiency diffractive optical elements",1998,"Proceedings of SPIE - The International Society for Optical Engineering","3294",,,"60","70",,11,"10.1117/12.304530","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032388128&doi=10.1117%2f12.304530&partnerID=40&md5=6b0332d7c6c313ebdbc82164c0d0e30d","In this paper the applications of a photopolymerizable holographic recording material are discussed. The holographic recording characteristics of the photopolymer include very high diffraction efficiency in transmission mode and relatively low exposure energy, typically tens of milliJoules. The recording material has a resolution of 3000 lines/mm and there is no distortion of slanted gratings. This allows high inter-beam angles in transmission recording and makes the material particularly suitable for the holographic recording of diffractive optical elements. The implications of the resolution limit and other material properties for DOE fabrication are discussed in some detail and results for the recording of on-and off-axis focusing and beam splitting diffractive optical elements are presented. One of the most significant advantages of this material is that it is serf-developing. As well as making ordinary transmission holography and DOE recording more convenient, this makes the material particularly useful for both live fringe and double exposure holographic interferometry. Live fringes can be viewed as soon as any stress is applied to the object. This material's unique serf-developing properties also mean that the growth of the diffraction efficiency of a holographically recorded DOE can be monitored as it is being recorded. This type of on-line control is extremely useful in DOE fabrication particularly when controlling the ratio of beam splitters.",Conference Paper,"Final",,Scopus,2-s2.0-0032388128
"Abe S., Sheridan J.T.","7403335629;7201682655;","An optical implementation for the estimation of the fractional-Fourier order",1997,"Optics Communications","137","4-6",,"214","218",,7,"10.1016/S0030-4018(96)00787-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031140182&doi=10.1016%2fS0030-4018%2896%2900787-0&partnerID=40&md5=763b4d160ea255bb25c4f75166235e79","Using the theory of optimal estimation of a displacement parameter, we illustrate an optical implementation for estimating the order of a fractional-Fourier-transform system.",Article,"Final",,Scopus,2-s2.0-0031140182
"Kenny R.P., Gutierrez E., Lucia A.C., Whelan M.P., Gaiazzi F., Sheridan J.T.","7102734706;7102322733;57197185174;7103060842;6505534651;7201682655;","Fibre optic in-fibre Bragg grating sensors for use in composite material structural element characterisation and structural monitoring",1997,"IEE Colloquium (Digest)",,"33",,"11/1","11/6",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030656063&partnerID=40&md5=7db0f229d0970c9c3b710c42c487b7c6","Reliability of the measuring devices is very important problem. Fibre Bragg grating sensors are very efficient. Overview of recent work on fibre optic sensor systems for structural element characterisation and monitoring is presented. These sensors allows to obtain results unobtainable by other means in the application area. Two particular application area currently under study are characterization and testing of pultruded composite beams, and shape reconstruction of composite panels. Bragg grating based sensors offer a number of advantages, including insensitivity to power fluctuations.",Article,"Final",,Scopus,2-s2.0-0030656063
"Babin S., Sheridan J.T.","7101776959;7201682655;","Rigorous electromagnetic analysis of aerial image formation in photoresist",1996,"Proceedings of SPIE - The International Society for Optical Engineering","2726",,,"299","310",,1,"10.1117/12.240972","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030316340&doi=10.1117%2f12.240972&partnerID=40&md5=ebd47bb0662c1a778e2a9d6bba8a3215","A full analysis of the aerial image formation in a photoresist layer is presented. Exact boundary matching of the E-field and H-field at the top and the bottom interfaces of the photoresist allows the exposing intensity distribution inside the photoresist layer to be exactly calculated. Two approximate models for special cases producing simple analytic expressions are also developed. Experimental results are demonstrated by holographic recording of gratings in the photoresist. It is proposed to use such gratings as inexpensive and easily fabricated electron microscope, and microlithographic calibration samples.",Conference Paper,"Final",,Scopus,2-s2.0-0030316340
"Sheridan J.T.","7201682655;","Comment on ""nonlinear analysis for reflection holograms"" (optics comm. 107 (1994) 471)",1996,"Optics Communications","129","1-2",,"13","14",,1,"10.1016/0030-4018(96)00151-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030211695&doi=10.1016%2f0030-4018%2896%2900151-4&partnerID=40&md5=77e69cc098b5b1446823543356077622","In a recent paper [Optics Comm. 107 (1994) 471] Liu and Zhou have presented an analysis of non-sinusoidal holographically recorded volume reflection gratings. In this comment it is pointed out that the nonlinear coupled wave equations, which the authors state cannot be solved numerically, have previously been solved directly. Using this method of analysis quantitative comparisons with experimental results for reflection gratings recorded in Dichromated Gelatin, DCG, have previously been presented in the literature. Other difficulties arising due to the qualitative nature of the authors comparison of theory and experiment are also discussed.",Note,"Final",,Scopus,2-s2.0-0030211695
"Sheridan J.T.","7201682655;","General fractal preserving linear and non-linear transformations",1996,"Optik (Jena)","103","1",,"27","30",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030194638&partnerID=40&md5=64098fd17ea155e4849263e3492c5c29","In this paper the most general fractal nature preserving linear transformation is derived starting from the most general linear lossless inhomogeneous transformation, that is the Special Affine Fourier Transform, (SAFT). It is known that the SAFT is simply related to paraxial optical signal processing operations. The transformation's properties are discussed in relation to recent optics literature regarding linear transformations, fractal functions and self-reciprocal functions. It is indicated how these results further generalise results previously presented in the literature regarding some non-linear transforms of fractals and prefractals.",Article,"Final",,Scopus,2-s2.0-0030194638
"Heissmeier M., Sheridan J.T., Schwider J.","6602510463;7201682655;7006505544;","Calibration of a microlithographic fabrication process using non-destructive testing and rigorous electromagnetic theory",1996,"Optik (Jena)","103","1",,"12","18",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030189856&partnerID=40&md5=ddf8209f16d4a8e22d0643c443eaecf8","Comparison of rigorous electromagnetic calculations and measurements of grating diffraction efficiencies are applied to estimate the profile of surface relief gratings. The depth of the gratings is estimated using a Linnik interferometer. Information regarding the grating duty cycle (filling factor) and edge slope can then be extracted. The inverse scatter process is inexpensive, non-destructive, and easy to carry out and its accuracy is estimated. The results are applied to calibrate a manufacturing process involving writing with a laser-beam-writing system and etching using reactive ion etching. It is shown that a combination of TE and TM polarisation measurements and calculations can be used to extract a great deal of accurate metrological information.",Article,"Final",,Scopus,2-s2.0-0030189856
"Abe S., Sheridan J.T.","7403335629;7201682655;","Comment on ‘the fractional fourier transform in optical propagation problems’",1995,"Journal of Modern Optics","42","12",,"2373","2378",,10,"10.1080/751122844","https://www.scopus.com/inward/record.uri?eid=2-s2.0-4243101629&doi=10.1080%2f751122844&partnerID=40&md5=2bbe1616b5050b8d10c041d3ebf8531b","Although their mathematical forms apparently resemble each other, the diffraction integral and fractional Fourier transformation (FRT) have completely different physical meanings. We point out that an interpretation of the FRT given recently in a paper by Alieva et al. is not physically appropriate. We then show how those integral transformations can be treated in a unified way within the framework of the special affine Fourier transformation. Finally the multidimensional FRT presented in the above paper is further generalized to allow n independent fractional degrees. © 1995 Taylor and Francis Group, LLC.",Article,"Final",,Scopus,2-s2.0-4243101629
"Korner T.O., Sheridan J.T., Schwider J.","7005946506;7201682655;7006505544;","Classical diffraction by deep rectangular gratings using the Legendre exact eigenfunctions method",1995,"Optik (Jena)","99","3",,"95","106",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029309146&partnerID=40&md5=6675459077d9cf282a0d2a92ffb70949","A rigorous numerical electromagnetic method, based on the use of a piecewise description of the field inside a lamellar grating using Legendre polynomials, is discussed. This method allows the accurate calculation, for both TE and TM polarized incident light, of the eigenvalues of lossless and highly conducting lamellar gratings using simple eigenvalue-eigenvector algorithms. The resulting eigenfunctions can then be used in conjunction with appropriate projections of the boundary conditions to stably calculate the diffracted field from extremely deep rectangular surface relief structures. The convergence of this method is tested and results are compared to those available in the literature. The method also allows non implicit power conservation to be used as a test of convergence for both dielectric and conducting gratings. Some comments regarding the use of this method for multi-layer structures with slanted edges are also made.",Article,"Final",,Scopus,2-s2.0-0029309146
"Abe S., Sheridan J.T.","7403335629;7201682655;","Almost-Fourier and almost-Fresnel transformations",1995,"Optics Communications","113","4-6",,"385","388",,30,"10.1016/0030-4018(94)00521-U","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029226887&doi=10.1016%2f0030-4018%2894%2900521-U&partnerID=40&md5=40f9b9d9bf79e0b81c372ef928c55077","Based on the special affine Fourier transformation (SAFT), which is an extension of the fractional Fourier transformation, the small deviations from the perfect optical operations on wave functions are treated in a unified way. As simple and instructive examples, the almost-Fourier and almost-Fresnel transformations are constructed explicitly. The present investigation shows transformations which include the small imperfections of optical instruments can be developed within the framework of linear theory. © 1995, All rights reserved.",Article,"Final",,Scopus,2-s2.0-0029226887
"SHERIDAN J.T., KÖURNER T.O.","7201682655;57191233368;","Imaging periodic surface relief structures",1995,"Journal of Microscopy","177","2",,"95","107",,5,"10.1111/j.1365-2818.1995.tb03539.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028943128&doi=10.1111%2fj.1365-2818.1995.tb03539.x&partnerID=40&md5=6679748dec7c83ad736ce0be04a111a0","Because of shadowing, multiple scatter and polarization effects, the interpretation of images of gratings with fine periods, isolated deep structures, and multiple scattering volume objects is seriously complicated. In this paper a review of the methods used to model such effects is presented. Periodic surface relief gratings are of particular current importance because of the possibility of producing calibration samples using them. Several examples which illustrate electromagnetic volume effects are examined. General trends which help in validating the use of Fourier‐transform‐based scalar transmittance theory are then indicated. The angular spectrum approach, which can be used, together with a scatter function generated using the rigorous electromagnetic theory, to calculate coherent, partially coherent and confocal images of volume objects, is also discussed. 1995 Blackwell Science Ltd",Review,"Final",,Scopus,2-s2.0-0028943128
"Korner T.O., Sheridan J.T., Schwider J.","7005946506;7201682655;7006505544;","Interferometric resolution examined by means of electromagnetic theory",1995,"Journal of the Optical Society of America A: Optics and Image Science, and Vision","12","4",,"752","760",,11,"10.1364/JOSAA.12.000752","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029291615&doi=10.1364%2fJOSAA.12.000752&partnerID=40&md5=1b2ce78a98b952b39a2da69ffed647cb","Interferometric methods are widely used in surface metrology. A question that arises is how much information about the surface can be extracted from a given interferogram. For examination of the resolution limit of interferometry with coherent monochromatic light, interferograms of several surface relief gratings calculated with the use of approximate and rigorous theories are presented. The limits of the usefulness of scalar theory based on the use of the Fourier transform are indicated. Interferograms of dielectric and metallic structures are examined, including simple lamellar gratings and gratings made up of trapezoidal steps with varying slopes and depths. In all cases TE illumination is assumed. The effects of changing numerical aperture and defocus on the interferograms are also examined. © 1995 Optical Society of America.",Article,"Final",,Scopus,2-s2.0-0029291615
"Abe S., Sheridan J.T.","7403335629;7201682655;","Generalization of the fractional Fourier transformation to an arbitrary linear lossless transformation an operator approach",1994,"Journal of Physics A: General Physics","27","12", 023,"4179","4187",,71,"10.1088/0305-4470/27/12/023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-21344493264&doi=10.1088%2f0305-4470%2f27%2f12%2f023&partnerID=40&md5=7a1132ebbe73d4c7bd6fa763ac84b985","We develop the operator formalism to show how systematically the fractional Fourier transformation of a wavefunction, recently introduced by Namias (1980), can be derived from the rotation of the corresponding Wigner distribution function in phase space. In this formalism, the phase factor obtained by McBride and Kerr (1987) is seen to come from the caustics of the harmonic oscillator Green function. Then the idea is generalized to the case of an arbitrary area-preserving linear transformation in phase space, and a concept of the special affine Fourier transformation (SAFT) is introduced. An explicit form of the integral representation of the SAFT is given, and some simple examples are presented.",Article,"Final",,Scopus,2-s2.0-21344493264
"Sheppard C.J.R., Gu Min, Sheridan J.T., Connolly T.J.","35270150600;56358969200;7201682655;57198098138;","Simulation and reconstruction of light-microscope images",1994,"Proceedings - Annual Meeting, Microscopy Society of America",,,,"924","925",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028737231&partnerID=40&md5=18814c8470a47f8c7e468b9b9ece4b63","Simulation of light microscope image assists in interpretation and allows comparison of different imaging techniques and their associated parameters. Imaging methods can be broadly divided into fluorescent and non-fluorescent techniques. In non-fluorescent systems, the imaging is partially coherent, so that it is described by a transmission cross-coefficient (TCC), which is a function of pairs of spatial frequencies. For weak scattering, the only spectral components of appreciable strength are given by the weak-object transfer function (WOTF). For fluorescence imaging, the 3-D optical transfer function (OTF) is used to simulate images and investigate imaging properties.",Conference Paper,"Final",,Scopus,2-s2.0-0028737231
"Abe S., Sheridan J.T.","7403335629;7201682655;","Optical operations on wave functions as the Abelian subgroups of the special affine Fourier transformation",1994,"Optics Letters","19","22",,"1801","1803",,154,"10.1364/OL.19.001801","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028546432&doi=10.1364%2fOL.19.001801&partnerID=40&md5=682e457b2b72a2b134bf3a6448e4053c","The special affine Fourier transformation (SAFT) is a generalization of the fractional Fourier transformation (FRT) and represents the most general lossless inhomogeneous linear mapping, in phase space, as the integral transformation of a wave function. Here we first summarize the most well-known optical operations on light-wave functions (i.e., the FRT, lens transformation, free-space propagation, and magnification), in a unified way, from the viewpoint of the one-parameter Abelian subgroups of the SAFT. Then we present a new operation, which is the Lorentz-type hyperbolic transformation in phase space and exhibits squeezing. We also show that the SAFT including these five operations can be generated from any two independent operations. © 1994 Optical Society of America.",Article,"Final",,Scopus,2-s2.0-0028546432
"Sheridan J.T., Schwider J., Streibl N., Haselbeck S., Eisner M., Heissmeier M., Falkenstoerfer O.","7201682655;7006505544;7003465694;6507340300;7102280330;6602510463;6508222815;","Modelling and measurement of melted microlens shapes",1994,"Optik (Jena)","97","4",,"174","180",,18,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028530741&partnerID=40&md5=bf4ac3f6937bbf79ee64ff1e625efe99","A heuristic approach to the formation of reflow photoresist lenses is described. The approach is a polynomial one using simple assumptions for the boundary conditions of the lenses. Already a fourth order approach can explain why central dips occur and for which parameters such dips are probable. With the measurement of the central sagitta of the lenses one may also use a sixth order approach which explains even more complex shapes. For the measurement of the lens shape a Mach-Zehnder and a Linnik interference microscope have been used. The first experimental results seem to support the results obtained with the heuristic approach. Finally an iterative approach to extract the surface profile from reflection (Linnik) and transmission (Mach-Zehnder) interferometric measurements is presented.",Article,"Final",,Scopus,2-s2.0-0028530741
"Sheridan J.T.","7201682655;","Stacked volume holographic gratings: Part II, reflection gratings in series",1994,"Optik (Jena)","96","1",,"1","12",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028400647&partnerID=40&md5=077598f53f7268e0888796f1779f2e0e","In this paper, the second in a series of two examining stacked volume gratings, reflection geometry gratings, holographically recorded in Silver Halide emulsion and replayed in series, are investigated. It is shown that such an arrangement has several interesting possible responses which make it potentially useful as a filtering element. Comparison between experimental and theoretical results are carried out and are presented.",Article,"Final",,Scopus,2-s2.0-0028400647
"Sheridan J.T., Sheppard C.J.R.","7201682655;35270150600;","Modelling of images of square-wave gratings and isolated edges using rigorous diffraction theory",1994,"Optics Communications","105","5-6",,"367","378",,16,"10.1016/0030-4018(94)90411-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028381861&doi=10.1016%2f0030-4018%2894%2990411-1&partnerID=40&md5=85995a2b209127b4c79a23bb651a4c1d","The angular spectrum approach, using a rigorous electromagnetic calculation for the scatter function of a grating, is used to calculate images of dielectric surface-relief square-wave gratings. Coherent bright field, dark field, and confocal images are calculated and presented, the rigorous Modal Method being used to calculate the scatter function of the specimen. The superior metrological information available from a confocal imaging system over the others is clearly demonstrated, as is the sectioning characteristic of the system. The periods of the gratings have been chosen so that images approximate to those from isolated edges. © 1994.",Article,"Final",,Scopus,2-s2.0-0028381861
